DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	1.73679	173	6	3	1	1	1	1	0	2126	28	0	37.2566	0	0
DL	1.7368	173	6	3	2	1	1	4	0	2126	28	0	35.5239	0	0
DL	1.73682	173	6	3	3	1	1	5	0	2126	28	0	40.5229	0	0
UL	1.73684	173	6	3	4	1	1	1	0	2126	28	0	37.2268 	0	0
UL	1.73686	173	6	3	5	1	1	4	0	2126	28	0	35.593 	0	0
UL	1.73689	173	6	3	6	2	1	5	0	4253	28	0	40.5389 	0	0
DL	1.73779	173	7	3	1	1	1	1	0	2126	28	0	37.2264	0	0
DL	1.7378	173	7	3	2	1	1	4	0	2126	28	0	35.4769	0	0
DL	1.73782	173	7	3	3	1	1	5	0	2126	28	0	40.4455	0	0
UL	1.73786	173	7	3	4	2	1	1	0	4253	28	0	37.2821 	0	0
UL	1.73787	173	7	3	6	1	1	4	0	2126	28	0	35.8428 	0	0
UL	1.73791	173	7	3	7	2	1	5	0	4253	28	0	40.4366 	0	0
UL	1.73854	173	8	2	1	1	1	2	0	2126	28	0	38.6858 	0	0
UL	1.7388	173	8	3	1	2	1	1	0	4253	28	0	37.2453 	0	0
UL	1.73882	173	8	3	3	1	1	4	0	2126	28	0	35.5588 	0	0
UL	1.73886	173	8	3	4	2	1	5	0	4253	28	0	40.4615 	0	0
DL	1.73904	173	9	0	1	1	1	1	0	2126	28	0	37.2078	0	0
DL	1.73905	173	9	0	2	1	1	4	0	2126	28	0	35.5761	0	0
DL	1.73929	173	9	1	1	1	1	2	0	2126	28	0	38.7923	0	0
DL	1.74004	174	0	0	1	1	1	1	0	2126	28	0	37.0737	0	0
DL	1.74005	174	0	0	2	1	1	4	0	2126	28	0	35.6003	0	0
UL	1.74009	174	0	0	3	2	1	1	0	4253	28	0	37.0794 	0	0
UL	1.74012	174	0	0	5	2	1	4	0	4253	28	0	35.8867 	0	0
DL	1.74111	174	1	0	1	5	1	2	0	10634	28	0	38.6556	0	0
UL	1.74114	174	1	0	6	2	1	1	0	4253	28	0	37.078 	0	0
UL	1.74118	174	1	0	8	2	1	4	0	4253	28	0	35.7246 	0	0
DL	1.74129	174	1	1	1	1	1	4	0	2126	28	0	35.6526	0	0
DL	1.7413	174	1	1	2	1	1	2	0	2126	28	0	38.6483	0	0
UL	1.74204	174	2	0	1	1	1	2	0	2126	28	0	38.7738 	0	0
DL	1.74229	174	2	1	1	1	1	2	0	2126	28	0	38.827	0	0
DL	1.7423	174	2	1	2	1	1	4	0	2126	28	0	35.7964	0	0
UL	1.74232	174	2	1	3	1	1	2	0	2126	28	0	38.8248 	0	0
UL	1.74236	174	2	1	4	2	1	4	0	4253	28	0	35.7534 	0	0
DL	1.74279	174	2	3	1	1	1	2	0	2126	28	0	38.9516	0	0
UL	1.74282	174	2	3	2	2	1	5	0	4253	28	0	40.2992 	0	0
UL	1.74329	174	3	1	1	1	1	2	0	2126	28	0	39.0723 	0	0
UL	1.74332	174	3	1	2	2	1	4	0	4253	28	0	36.2743 	0	0
DL	1.74354	174	3	2	1	1	1	2	0	2126	28	0	39.0139	0	0
DL	1.74355	174	3	2	2	1	1	4	0	2126	28	0	36.0441	0	0
DL	1.74357	174	3	2	3	1	1	5	0	2126	28	0	40.1849	0	0
DL	1.74454	174	4	2	1	1	1	2	0	2126	28	0	38.9735	0	0
DL	1.74455	174	4	2	2	1	1	4	0	2126	28	0	35.7181	0	0
UL	1.74457	174	4	2	3	1	1	2	0	2126	28	0	38.9462 	0	0
UL	1.74461	174	4	2	4	2	1	4	0	4253	28	0	35.6569 	0	0
UL	1.74505	174	5	0	1	2	1	1	0	4253	28	0	37.0302 	0	0
UL	1.74554	174	5	2	1	1	1	2	0	2126	28	0	38.8179 	0	0
UL	1.74557	174	5	2	2	2	1	4	0	4253	28	0	35.9582 	0	0
DL	1.74579	174	5	3	1	1	1	2	0	2126	28	0	38.7697	0	0
DL	1.7458	174	5	3	2	1	1	1	0	2126	28	0	37.0687	0	0
DL	1.74679	174	6	3	1	1	1	2	0	2126	28	0	38.7307	0	0
UL	1.7468	174	6	3	2	1	1	2	0	2126	28	0	38.7496 	0	0
UL	1.74779	174	7	3	1	1	1	2	0	2126	28	0	38.8551 	0	0
DL	1.74804	174	8	0	1	1	1	2	0	2126	28	0	38.9218	0	0
DL	1.74904	174	9	0	1	1	1	2	0	2126	28	0	38.6903	0	0
UL	1.74905	174	9	0	2	1	1	2	0	2126	28	0	38.6872 	0	0
UL	1.74955	174	9	2	1	2	1	4	0	4253	28	0	35.6861 	0	0
UL	1.75004	175	0	0	1	1	1	2	0	2126	28	0	38.5769 	0	0
DL	1.75029	175	0	1	1	1	1	2	0	2126	28	0	38.5631	0	0
DL	1.7503	175	0	1	2	1	1	4	0	2126	28	0	35.9412	0	0
DL	1.75123	175	1	0	1	12	1	3	0	25523	28	0	40.4421	0	0
DL	1.75136	175	1	1	1	5	1	3	0	10634	28	0	40.4031	0	0
DL	1.75137	175	1	1	6	1	1	2	0	2126	28	0	38.607	0	0
UL	1.75139	175	1	1	7	1	1	2	0	2126	28	0	38.6002 	0	0
UL	1.75229	175	2	1	1	1	1	2	0	2126	28	0	38.5574 	0	0
UL	1.7523	175	2	1	2	1	1	3	0	2126	28	0	40.5379 	0	0
DL	1.75254	175	2	2	1	1	1	2	0	2126	28	0	38.4804	0	0
DL	1.75255	175	2	2	2	1	1	3	0	2126	28	0	40.5235	0	0
DL	1.75304	175	3	0	1	1	1	3	0	2126	28	0	40.4936	0	0
DL	1.75354	175	3	2	1	1	1	3	0	2126	28	0	40.6414	0	0
DL	1.75355	175	3	2	2	1	1	2	0	2126	28	0	38.4895	0	0
UL	1.75357	175	3	2	3	1	1	3	0	2126	28	0	40.6904 	0	0
UL	1.75359	175	3	2	4	1	1	2	0	2126	28	0	38.5138 	0	0
UL	1.75454	175	4	2	1	1	1	3	0	2126	28	0	40.6287 	0	0
UL	1.75455	175	4	2	2	1	1	2	0	2126	28	0	38.6182 	0	0
DL	1.75479	175	4	3	1	1	1	3	0	2126	28	0	40.7032	0	0
DL	1.7548	175	4	3	2	1	1	2	0	2126	28	0	38.5703	0	0
DL	1.75579	175	5	3	1	1	1	3	0	2126	28	0	40.8392	0	0
DL	1.7558	175	5	3	2	1	1	2	0	2126	28	0	38.8281	0	0
UL	1.75582	175	5	3	3	1	1	3	0	2126	28	0	40.8655 	0	0
UL	1.75584	175	5	3	4	1	1	2	0	2126	28	0	38.835 	0	0
UL	1.75679	175	6	3	1	1	1	3	0	2126	28	0	40.93 	0	0
UL	1.7568	175	6	3	2	1	1	2	0	2126	28	0	38.7781 	0	0
DL	1.75704	175	7	0	1	1	1	3	0	2126	28	0	40.8553	0	0
DL	1.75804	175	8	0	1	1	1	3	0	2126	28	0	40.866	0	0
UL	1.75805	175	8	0	2	1	1	3	0	2126	28	0	40.8579 	0	0
UL	1.75904	175	9	0	1	1	1	3	0	2126	28	0	40.9028 	0	0
DL	1.75929	175	9	1	1	1	1	3	0	2126	28	0	40.8544	0	0
DL	1.76029	176	0	1	1	1	1	3	0	2126	28	0	41.1068	0	0
UL	1.7603	176	0	1	2	1	1	3	0	2126	28	0	41.0889 	0	0
UL	1.76079	176	0	3	1	1	1	2	0	2126	28	0	38.6149 	0	0
DL	1.76132	176	1	1	1	3	1	2	0	6380	28	0	38.6399	0	0
UL	1.76134	176	1	1	4	1	1	3	0	2126	28	0	41.0614 	0	0
DL	1.76154	176	1	2	1	1	1	3	0	2126	28	0	41.0965	0	0
DL	1.76155	176	1	2	2	1	1	2	0	2126	28	0	38.679	0	0
UL	1.76229	176	2	1	1	1	1	2	0	2126	28	0	38.3822 	0	0
DL	1.76254	176	2	2	1	1	1	2	0	2126	28	0	38.3779	0	0
DL	1.76255	176	2	2	2	1	1	3	0	2126	28	0	40.8604	0	0
UL	1.76257	176	2	2	3	1	1	2	0	2126	28	0	38.4134 	0	0
UL	1.76259	176	2	2	4	1	1	3	0	2126	28	0	40.8651 	0	0
DL	1.76304	176	3	0	1	1	1	2	0	2126	28	0	38.5016	0	0
UL	1.76354	176	3	2	1	1	1	2	0	2126	28	0	38.4456 	0	0
UL	1.76355	176	3	2	2	1	1	3	0	2126	28	0	40.9876 	0	0
DL	1.76379	176	3	3	1	1	1	2	0	2126	28	0	38.4032	0	0
DL	1.7638	176	3	3	2	1	1	3	0	2126	28	0	40.9767	0	0
DL	1.76479	176	4	3	1	1	1	2	0	2126	28	0	38.1747	0	0
DL	1.7648	176	4	3	2	1	1	3	0	2126	28	0	40.9498	0	0
UL	1.76482	176	4	3	3	1	1	2	0	2126	28	0	38.2041 	0	0
UL	1.76484	176	4	3	4	1	1	3	0	2126	28	0	40.9167 	0	0
DL	1.76573	176	5	2	1	12	1	5	0	25523	28	0	41.4508	0	0
DL	1.76586	176	5	3	1	5	1	5	0	10634	28	0	41.3938	0	0
DL	1.76587	176	5	3	6	1	1	2	0	2126	28	0	38.2343	0	0
UL	1.76589	176	5	3	7	1	1	2	0	2126	28	0	38.2304 	0	0
UL	1.76591	176	5	3	8	1	1	3	0	2126	28	0	40.7852 	0	0
UL	1.76679	176	6	3	1	1	1	2	0	2126	28	0	38.1065 	0	0
UL	1.7668	176	6	3	2	1	1	5	0	2126	28	0	41.3056 	0	0
DL	1.76704	176	7	0	1	1	1	2	0	2126	28	0	38.1529	0	0
DL	1.76705	176	7	0	2	1	1	5	0	2126	28	0	41.3458	0	0
DL	1.76754	176	7	2	1	1	1	5	0	2126	28	0	41.2756	0	0
DL	1.76798	176	7	3	1	12	1	1	0	25523	28	0	36.8768	0	0
DL	1.76805	176	8	0	1	2	1	1	0	4253	28	0	37.0353	0	0
DL	1.76807	176	8	0	3	1	1	2	0	2126	28	0	37.9136	0	0
DL	1.76809	176	8	0	4	1	1	5	0	2126	28	0	41.3498	0	0
UL	1.76811	176	8	0	5	1	1	2	0	2126	28	0	37.9058 	0	0
UL	1.76812	176	8	0	6	1	1	5	0	2126	28	0	41.3365 	0	0
DL	1.76832	176	8	1	1	3	1	1	0	6380	28	0	37.0606	0	0
UL	1.76904	176	9	0	1	1	1	1	0	2126	28	0	37.1676 	0	0
UL	1.76905	176	9	0	2	1	1	2	0	2126	28	0	38.1711 	0	0
UL	1.76907	176	9	0	3	1	1	5	0	2126	28	0	41.4202 	0	0
DL	1.76929	176	9	1	1	1	1	1	0	2126	28	0	37.1906	0	0
DL	1.7693	176	9	1	2	1	1	2	0	2126	28	0	38.3473	0	0
DL	1.76932	176	9	1	3	1	1	5	0	2126	28	0	41.4337	0	0
UL	1.76934	176	9	1	4	1	1	1	0	2126	28	0	37.1136 	0	0
DL	1.76979	176	9	3	1	1	1	1	0	2126	28	0	37.1465	0	0
UL	1.7698	176	9	3	2	1	1	3	0	2126	28	0	40.7899 	0	0
DL	1.77029	177	0	1	1	1	1	1	0	2126	28	0	36.9678	0	0
DL	1.7703	177	0	1	2	1	1	2	0	2126	28	0	38.3684	0	0
DL	1.77032	177	0	1	3	1	1	5	0	2126	28	0	41.6805	0	0
UL	1.77034	177	0	1	4	1	1	1	0	2126	28	0	36.9736 	0	0
UL	1.77036	177	0	1	5	1	1	2	0	2126	28	0	38.3865 	0	0
UL	1.77037	177	0	1	6	1	1	5	0	2126	28	0	41.6745 	0	0
DL	1.77054	177	0	2	1	1	1	3	0	2126	28	0	40.7203	0	0
UL	1.77129	177	1	1	1	1	1	1	0	2126	28	0	37.011 	0	0
UL	1.7713	177	1	1	2	1	1	2	0	2126	28	0	38.2658 	0	0
UL	1.77132	177	1	1	3	1	1	5	0	2126	28	0	41.4319 	0	0
DL	1.77154	177	1	2	1	1	1	1	0	2126	28	0	36.9237	0	0
DL	1.77155	177	1	2	2	1	1	2	0	2126	28	0	38.2277	0	0
DL	1.77157	177	1	2	3	1	1	5	0	2126	28	0	41.3871	0	0
DL	1.77248	177	2	1	1	12	1	4	0	25523	28	0	36.3341	0	0
DL	1.77255	177	2	2	1	2	1	4	0	4253	28	0	36.6237	0	0
DL	1.77257	177	2	2	3	1	1	5	0	2126	28	0	41.2935	0	0
DL	1.77259	177	2	2	4	1	1	1	0	2126	28	0	36.9922	0	0
DL	1.77261	177	2	2	5	1	1	2	0	2126	28	0	38.1243	0	0
UL	1.77262	177	2	2	6	1	1	5	0	2126	28	0	41.3045 	0	0
UL	1.77264	177	2	2	7	1	1	1	0	2126	28	0	36.9911 	0	0
UL	1.77266	177	2	2	8	1	1	2	0	2126	28	0	38.1617 	0	0
DL	1.77282	177	2	3	1	3	1	4	0	6380	28	0	36.8357	0	0
UL	1.77354	177	3	2	1	1	1	4	0	2126	28	0	36.9495 	0	0
UL	1.77355	177	3	2	2	1	1	5	0	2126	28	0	41.2141 	0	0
UL	1.77357	177	3	2	3	1	1	1	0	2126	28	0	37.03 	0	0
UL	1.77359	177	3	2	4	1	1	2	0	2126	28	0	38.0665 	0	0
DL	1.77379	177	3	3	1	1	1	4	0	2126	28	0	36.8983	0	0
DL	1.7738	177	3	3	2	1	1	5	0	2126	28	0	41.3025	0	0
DL	1.77382	177	3	3	3	1	1	1	0	2126	28	0	37.0467	0	0
DL	1.77384	177	3	3	4	1	1	2	0	2126	28	0	38.0643	0	0
UL	1.77386	177	3	3	5	1	1	4	0	2126	28	0	36.9187 	0	0
DL	1.77429	177	4	1	1	1	1	4	0	2126	28	0	36.5175	0	0
DL	1.77479	177	4	3	1	1	1	4	0	2126	28	0	36.9234	0	0
DL	1.7748	177	4	3	2	1	1	5	0	2126	28	0	41.3859	0	0
DL	1.77482	177	4	3	3	1	1	1	0	2126	28	0	37.064	0	0
DL	1.77484	177	4	3	4	1	1	2	0	2126	28	0	38.1149	0	0
UL	1.77486	177	4	3	5	1	1	4	0	2126	28	0	36.5901 	0	0
UL	1.77487	177	4	3	6	1	1	5	0	2126	28	0	41.4007 	0	0
UL	1.77489	177	4	3	7	1	1	1	0	2126	28	0	37.0742 	0	0
UL	1.77491	177	4	3	8	1	1	2	0	2126	28	0	38.0582 	0	0
DL	1.77514	177	5	0	1	7	1	3	0	14888	28	0	40.5009	0	0
UL	1.77579	177	5	3	1	1	1	1	0	2126	28	0	37.0705 	0	0
UL	1.7758	177	5	3	2	1	1	2	0	2126	28	0	38.0474 	0	0
UL	1.77582	177	5	3	3	1	1	4	0	2126	28	0	36.8154 	0	0
UL	1.77584	177	5	3	4	1	1	5	0	2126	28	0	41.2045 	0	0
DL	1.77604	177	6	0	1	1	1	1	0	2126	28	0	37.1166	0	0
DL	1.77605	177	6	0	2	1	1	2	0	2126	28	0	38.0481	0	0
DL	1.77607	177	6	0	3	1	1	3	0	2126	28	0	40.4385	0	0
DL	1.77609	177	6	0	4	1	1	4	0	2126	28	0	36.7634	0	0
DL	1.77611	177	6	0	5	1	1	5	0	2126	28	0	41.2234	0	0
UL	1.77612	177	6	0	6	1	1	3	0	2126	28	0	40.4333 	0	0
DL	1.77679	177	6	3	1	1	1	3	0	2126	28	0	40.4448	0	0
DL	1.77704	177	7	0	1	1	1	3	0	2126	28	0	40.412	0	0
DL	1.77705	177	7	0	2	1	1	4	0	2126	28	0	36.8496	0	0
DL	1.77707	177	7	0	3	1	1	5	0	2126	28	0	41.1273	0	0
DL	1.77709	177	7	0	4	1	1	1	0	2126	28	0	37.0914	0	0
DL	1.77711	177	7	0	5	1	1	2	0	2126	28	0	37.9101	0	0
UL	1.77712	177	7	0	6	1	1	3	0	2126	28	0	40.4238 	0	0
UL	1.77714	177	7	0	7	1	1	4	0	2126	28	0	36.8597 	0	0
UL	1.77716	177	7	0	8	1	1	5	0	2126	28	0	41.1367 	0	0
UL	1.77718	177	7	0	9	1	1	1	0	2126	28	0	37.1189 	0	0
UL	1.7772	177	7	0	10	1	1	2	0	2126	28	0	37.9102 	0	0
UL	1.77804	177	8	0	1	1	1	3	0	2126	28	0	40.6153 	0	0
UL	1.77805	177	8	0	2	1	1	4	0	2126	28	0	36.598 	0	0
UL	1.77807	177	8	0	3	1	1	5	0	2126	28	0	41.1301 	0	0
UL	1.77809	177	8	0	4	1	1	1	0	2126	28	0	37.3908 	0	0
UL	1.77811	177	8	0	5	1	1	2	0	2126	28	0	37.9797 	0	0
DL	1.77829	177	8	1	1	1	1	3	0	2126	28	0	40.6624	0	0
DL	1.7783	177	8	1	2	1	1	4	0	2126	28	0	36.6974	0	0
DL	1.77832	177	8	1	3	1	1	5	0	2126	28	0	41.1307	0	0
DL	1.77834	177	8	1	4	1	1	1	0	2126	28	0	37.3762	0	0
DL	1.77836	177	8	1	5	1	1	2	0	2126	28	0	37.8667	0	0
DL	1.77929	177	9	1	1	1	1	3	0	2126	28	0	40.6621	0	0
DL	1.7793	177	9	1	2	1	1	4	0	2126	28	0	36.9587	0	0
DL	1.77932	177	9	1	3	1	1	5	0	2126	28	0	41.2913	0	0
DL	1.77934	177	9	1	4	1	1	1	0	2126	28	0	37.1915	0	0
UL	1.77936	177	9	1	5	1	1	3	0	2126	28	0	40.6889 	0	0
UL	1.77937	177	9	1	6	1	1	4	0	2126	28	0	36.9932 	0	0
UL	1.77939	177	9	1	7	1	1	5	0	2126	28	0	41.3352 	0	0
UL	1.77941	177	9	1	8	1	1	1	0	2126	28	0	37.1819 	0	0
UL	1.77943	177	9	1	9	1	1	2	0	2126	28	0	37.8544 	0	0
UL	1.78029	178	0	1	1	1	1	3	0	2126	28	0	40.8794 	0	0
UL	1.7803	178	0	1	2	1	1	4	0	2126	28	0	36.55 	0	0
UL	1.78032	178	0	1	3	1	1	5	0	2126	28	0	41.3943 	0	0
UL	1.78034	178	0	1	4	1	1	1	0	2126	28	0	37.2376 	0	0
DL	1.78054	178	0	2	1	1	1	3	0	2126	28	0	40.7207	0	0
DL	1.78055	178	0	2	2	1	1	4	0	2126	28	0	36.5933	0	0
DL	1.78057	178	0	2	3	1	1	1	0	2126	28	0	37.2832	0	0
DL	1.78154	178	1	2	1	1	1	3	0	2126	28	0	40.8997	0	0
DL	1.78155	178	1	2	2	1	1	4	0	2126	28	0	36.9101	0	0
DL	1.78157	178	1	2	3	1	1	1	0	2126	28	0	37.2245	0	0
UL	1.78159	178	1	2	4	1	1	3	0	2126	28	0	40.9178 	0	0
UL	1.78161	178	1	2	5	1	1	4	0	2126	28	0	36.849 	0	0
UL	1.78162	178	1	2	6	1	1	1	0	2126	28	0	37.2206 	0	0
UL	1.78254	178	2	2	1	1	1	3	0	2126	28	0	40.8749 	0	0
UL	1.78255	178	2	2	2	1	1	4	0	2126	28	0	36.953 	0	0
UL	1.78257	178	2	2	3	1	1	1	0	2126	28	0	37.1516 	0	0
DL	1.78279	178	2	3	1	1	1	3	0	2126	28	0	40.8531	0	0
DL	1.7828	178	2	3	2	1	1	4	0	2126	28	0	36.7419	0	0
UL	1.78329	178	3	1	1	1	1	2	0	2126	28	0	38.0196 	0	0
DL	1.78357	178	3	2	1	3	1	2	0	6380	28	0	37.9414	0	0
DL	1.78379	178	3	3	1	1	1	2	0	2126	28	0	38.0073	0	0
DL	1.7838	178	3	3	2	1	1	3	0	2126	28	0	40.8526	0	0
DL	1.78382	178	3	3	3	1	1	4	0	2126	28	0	36.9403	0	0
UL	1.78384	178	3	3	4	1	1	3	0	2126	28	0	40.8599 	0	0
UL	1.78386	178	3	3	5	1	1	4	0	2126	28	0	36.9661 	0	0
DL	1.78404	178	4	0	1	1	1	2	0	2126	28	0	37.9946	0	0
UL	1.78429	178	4	1	1	1	1	5	0	2126	28	0	41.1795 	0	0
UL	1.78454	178	4	2	1	1	1	2	0	2126	28	0	37.9737 	0	0
UL	1.78479	178	4	3	1	1	1	2	0	2126	28	0	37.9589 	0	0
UL	1.7848	178	4	3	2	1	1	3	0	2126	28	0	41.0834 	0	0
UL	1.78482	178	4	3	3	1	1	4	0	2126	28	0	37.2434 	0	0
DL	1.78504	178	5	0	1	1	1	2	0	2126	28	0	37.8831	0	0
DL	1.78505	178	5	0	2	1	1	3	0	2126	28	0	41.1279	0	0
DL	1.78507	178	5	0	3	1	1	4	0	2126	28	0	36.9485	0	0
DL	1.78509	178	5	0	4	1	1	5	0	2126	28	0	41.1865	0	0
DL	1.78529	178	5	1	1	1	1	2	0	2126	28	0	37.9127	0	0
DL	1.78604	178	6	0	1	1	1	2	0	2126	28	0	37.8675	0	0
DL	1.78605	178	6	0	2	1	1	3	0	2126	28	0	41.1956	0	0
DL	1.78607	178	6	0	3	1	1	4	0	2126	28	0	37.0254	0	0
UL	1.78609	178	6	0	4	1	1	2	0	2126	28	0	37.9015 	0	0
UL	1.78611	178	6	0	5	1	1	3	0	2126	28	0	41.1909 	0	0
UL	1.78612	178	6	0	6	1	1	4	0	2126	28	0	37.3557 	0	0
UL	1.78654	178	6	2	1	1	1	1	0	2126	28	0	37.3885 	0	0
UL	1.78704	178	7	0	1	1	1	2	0	2126	28	0	38.0771 	0	0
UL	1.78705	178	7	0	2	1	1	3	0	2126	28	0	41.0297 	0	0
UL	1.78707	178	7	0	3	1	1	4	0	2126	28	0	37.0969 	0	0
DL	1.78729	178	7	1	1	1	1	2	0	2126	28	0	38.1353	0	0
DL	1.7873	178	7	1	2	1	1	3	0	2126	28	0	41.0391	0	0
DL	1.78732	178	7	1	3	1	1	4	0	2126	28	0	37.2392	0	0
DL	1.78734	178	7	1	4	1	1	1	0	2126	28	0	37.3815	0	0
DL	1.78829	178	8	1	1	1	1	2	0	2126	28	0	38.0741	0	0
DL	1.7883	178	8	1	2	1	1	3	0	2126	28	0	41.0656	0	0
DL	1.78832	178	8	1	3	1	1	4	0	2126	28	0	37.2072	0	0
UL	1.78834	178	8	1	4	1	1	2	0	2126	28	0	38.0523 	0	0
UL	1.78836	178	8	1	5	1	1	3	0	2126	28	0	41.0851 	0	0
UL	1.78837	178	8	1	6	1	1	4	0	2126	28	0	37.4475 	0	0
UL	1.78929	178	9	1	1	1	1	2	0	2126	28	0	37.9154 	0	0
UL	1.7893	178	9	1	2	1	1	3	0	2126	28	0	41.3465 	0	0
UL	1.78932	178	9	1	3	1	1	4	0	2126	28	0	37.4265 	0	0
DL	1.78954	178	9	2	1	1	1	2	0	2126	28	0	37.6694	0	0
DL	1.78955	178	9	2	2	1	1	3	0	2126	28	0	41.2758	0	0
DL	1.78968	178	9	2	3	7	1	5	0	14888	28	0	41.3621	0	0
DL	1.79054	179	0	2	1	1	1	2	0	2126	28	0	37.4998	0	0
DL	1.79055	179	0	2	2	1	1	3	0	2126	28	0	41.1246	0	0
DL	1.79057	179	0	2	3	1	1	5	0	2126	28	0	41.4334	0	0
UL	1.79059	179	0	2	4	1	1	2	0	2126	28	0	37.4853 	0	0
UL	1.79061	179	0	2	5	1	1	3	0	2126	28	0	41.0937 	0	0
UL	1.79079	179	0	3	1	1	1	5	0	2126	28	0	41.5221 	0	0
DL	1.79154	179	1	2	1	1	1	5	0	2126	28	0	41.6507	0	0
UL	1.79155	179	1	2	2	1	1	5	0	2126	28	0	41.6791 	0	0
UL	1.79157	179	1	2	3	1	1	2	0	2126	28	0	37.473 	0	0
UL	1.79159	179	1	2	4	1	1	3	0	2126	28	0	41.2787 	0	0
DL	1.79179	179	1	3	1	1	1	5	0	2126	28	0	41.5307	0	0
DL	1.79191	179	1	3	2	7	1	1	0	14888	28	0	37.7101	0	0
DL	1.79193	179	1	3	9	1	1	2	0	2126	28	0	37.4589	0	0
DL	1.79195	179	1	3	10	1	1	3	0	2126	28	0	41.2344	0	0
DL	1.79279	179	2	3	1	1	1	2	0	2126	28	0	37.6365	0	0
DL	1.7928	179	2	3	2	1	1	3	0	2126	28	0	41.2621	0	0
DL	1.79282	179	2	3	3	1	1	5	0	2126	28	0	41.43	0	0
DL	1.79284	179	2	3	4	1	1	1	0	2126	28	0	37.7676	0	0
UL	1.79286	179	2	3	5	1	1	5	0	2126	28	0	41.4176 	0	0
UL	1.79304	179	3	0	1	1	1	2	0	2126	28	0	37.7011 	0	0
UL	1.79305	179	3	0	2	1	1	3	0	2126	28	0	41.0822 	0	0
UL	1.79307	179	3	0	3	1	1	1	0	2126	28	0	37.7622 	0	0
UL	1.79329	179	3	1	1	1	1	4	0	2126	28	0	37.9648 	0	0
DL	1.79379	179	3	3	1	1	1	1	0	2126	28	0	37.8629	0	0
DL	1.7938	179	3	3	2	1	1	2	0	2126	28	0	37.7803	0	0
DL	1.79382	179	3	3	3	1	1	3	0	2126	28	0	41.1965	0	0
DL	1.79384	179	3	3	4	1	1	5	0	2126	28	0	41.3551	0	0
UL	1.79386	179	3	3	5	1	1	1	0	2126	28	0	37.8763 	0	0
UL	1.79387	179	3	3	6	1	1	2	0	2126	28	0	37.818 	0	0
UL	1.79389	179	3	3	7	1	1	3	0	2126	28	0	41.2356 	0	0
UL	1.79391	179	3	3	8	1	1	5	0	2126	28	0	41.4284 	0	0
DL	1.79404	179	4	0	1	1	1	4	0	2126	28	0	38.0324	0	0
DL	1.79454	179	4	2	1	1	1	2	0	2126	28	0	37.8305	0	0
DL	1.79455	179	4	2	2	1	1	3	0	2126	28	0	41.1712	0	0
UL	1.79479	179	4	3	1	1	1	2	0	2126	28	0	37.7455 	0	0
UL	1.7948	179	4	3	2	1	1	3	0	2126	28	0	41.1281 	0	0
UL	1.79482	179	4	3	3	1	1	1	0	2126	28	0	37.7014 	0	0
DL	1.79504	179	5	0	1	1	1	2	0	2126	28	0	37.7157	0	0
DL	1.79505	179	5	0	2	1	1	3	0	2126	28	0	41.0959	0	0
DL	1.79509	179	5	0	3	2	1	5	0	4253	28	0	41.3647	0	0
DL	1.79511	179	5	0	5	1	1	1	0	2126	28	0	37.5755	0	0
DL	1.79604	179	6	0	1	1	1	1	0	2126	28	0	37.5614	0	0
DL	1.79605	179	6	0	2	1	1	2	0	2126	28	0	37.7701	0	0
DL	1.79607	179	6	0	3	1	1	3	0	2126	28	0	41.0648	0	0
DL	1.79609	179	6	0	4	1	1	5	0	2126	28	0	41.6516	0	0
UL	1.79611	179	6	0	5	1	1	1	0	2126	28	0	37.568 	0	0
UL	1.79612	179	6	0	6	1	1	2	0	2126	28	0	37.7565 	0	0
UL	1.79614	179	6	0	7	1	1	3	0	2126	28	0	41.0775 	0	0
UL	1.79616	179	6	0	8	1	1	5	0	2126	28	0	41.6869 	0	0
DL	1.79636	179	6	1	1	5	1	4	0	10634	28	0	38.2141	0	0
DL	1.79704	179	7	0	1	1	1	5	0	2126	28	0	41.6738	0	0
UL	1.79705	179	7	0	2	1	1	2	0	2126	28	0	37.6635 	0	0
UL	1.79707	179	7	0	3	1	1	3	0	2126	28	0	41.3134 	0	0
UL	1.79709	179	7	0	4	1	1	5	0	2126	28	0	41.6928 	0	0
DL	1.79729	179	7	1	1	1	1	2	0	2126	28	0	37.712	0	0
DL	1.7973	179	7	1	2	1	1	3	0	2126	28	0	41.3667	0	0
DL	1.79732	179	7	1	3	1	1	4	0	2126	28	0	38.29	0	0
DL	1.79734	179	7	1	4	1	1	5	0	2126	28	0	41.6755	0	0
DL	1.79737	179	7	1	5	2	1	1	0	4253	28	0	37.405	0	0
UL	1.79739	179	7	1	7	1	1	4	0	2126	28	0	38.1736 	0	0
DL	1.79804	179	8	0	1	1	1	4	0	2126	28	0	37.9952	0	0
DL	1.79829	179	8	1	1	1	1	4	0	2126	28	0	38.2382	0	0
DL	1.7983	179	8	1	2	1	1	5	0	2126	28	0	41.7652	0	0
DL	1.79832	179	8	1	3	1	1	1	0	2126	28	0	37.5663	0	0
DL	1.79834	179	8	1	4	1	1	2	0	2126	28	0	37.5522	0	0
DL	1.79836	179	8	1	5	1	1	3	0	2126	28	0	41.3575	0	0
UL	1.79837	179	8	1	6	1	1	4	0	2126	28	0	38.0023 	0	0
